TimeSlot,mMTC_BW,URLLC_BW,eMBB_BW,mMTC_CPU,URLLC_CPU,eMBB_CPU,mMTC_MEM,URLLC_MEM,eMBB_MEM
81,242.63080419715,0,757.36919580285,24.263080419715,0,75.7369195802849,24.263080419715,0,75.7369195802849
82,320.431954405955,0,679.568045594045,32.0431954405955,0,67.9568045594045,32.0431954405955,0,67.9568045594045
83,271.987527591859,0,728.012472408141,27.1987527591859,0,72.8012472408141,27.1987527591859,0,72.8012472408141
84,313.931229963773,0,686.068770036227,31.3931229963773,0,68.6068770036227,31.3931229963773,0,68.6068770036227
85,218.31266326312,315.340513602285,466.346823134595,21.831266326312,31.5340513602285,46.6346823134595,21.831266326312,31.5340513602285,46.6346823134595
86,311.895505757055,0,688.104494242945,31.1895505757055,0,68.8104494242945,31.1895505757055,0,68.8104494242945
87,255.937513038743,0,744.062486961257,25.5937513038743,0,74.4062486961257,25.5937513038743,0,74.4062486961257
88,212.961509523812,375.586662251087,411.451828225102,21.2961509523812,37.5586662251087,41.1451828225102,21.2961509523812,37.5586662251087,41.1451828225102
89,208.189381338296,423.436029840602,368.374588821102,20.8189381338296,42.3436029840602,36.8374588821102,20.8189381338296,42.3436029840602,36.8374588821102
90,186.966038300691,427.350944687294,385.683017012015,18.6966038300691,42.7350944687294,38.5683017012015,18.6966038300691,42.7350944687294,38.5683017012015
91,167.239358917689,440.903764419363,391.856876662948,16.7239358917689,44.0903764419363,39.1856876662948,16.7239358917689,44.0903764419363,39.1856876662948
92,253.725216372114,376.963178609998,369.311605017888,25.3725216372114,37.6963178609998,36.9311605017888,25.3725216372114,37.6963178609998,36.9311605017888
93,215.21588335957,295.465873764833,489.318242875597,21.521588335957,29.5465873764833,48.9318242875597,21.521588335957,29.5465873764833,48.9318242875597
94,154.101505258071,288.940322358882,556.958172383047,15.4101505258071,28.8940322358882,55.6958172383047,15.4101505258071,28.8940322358882,55.6958172383047
95,181.733554155809,0,818.266445844191,18.1733554155809,0,81.8266445844191,18.1733554155809,0,81.8266445844191
96,194.810877867678,0,805.189122132322,19.4810877867678,0,80.5189122132322,19.4810877867678,0,80.5189122132322
97,120.001847801112,240.003695602225,639.994456596663,12.0001847801112,24.0003695602225,63.9994456596663,12.0001847801112,24.0003695602225,63.9994456596663
98,146.008825833583,0,853.991174166417,14.6008825833583,0,85.3991174166417,14.6008825833583,0,85.3991174166417
99,183.596123609859,0,816.403876390141,18.3596123609859,0,81.6403876390141,18.3596123609859,0,81.6403876390141
100,212.07663501128,0,787.92336498872,21.207663501128,0,78.792336498872,21.207663501128,0,78.792336498872
101,156.838941689578,0,843.161058310422,15.6838941689578,0,84.3161058310422,15.6838941689578,0,84.3161058310422
102,150.576474181754,0,849.423525818246,15.0576474181754,0,84.9423525818246,15.0576474181754,0,84.9423525818246
103,121.047956761845,0,878.952043238155,12.1047956761845,0,87.8952043238155,12.1047956761845,0,87.8952043238155
104,101.267744178854,0,898.732255821146,10.1267744178854,0,89.8732255821146,10.1267744178854,0,89.8732255821146
105,96.731568569119,0,903.268431430881,9.6731568569119,0,90.3268431430881,9.6731568569119,0,90.3268431430881
106,112.977380733455,0,887.022619266545,11.2977380733455,0,88.7022619266545,11.2977380733455,0,88.7022619266545
107,119.261617722782,0,880.738382277218,11.9261617722782,0,88.0738382277218,11.9261617722782,0,88.0738382277218
108,126.69819705459,0,873.30180294541,12.669819705459,0,87.330180294541,12.669819705459,0,87.330180294541
109,114.499125331962,0,885.500874668038,11.4499125331962,0,88.5500874668038,11.4499125331962,0,88.5500874668038
110,135.158783545183,0,864.841216454817,13.5158783545183,0,86.4841216454817,13.5158783545183,0,86.4841216454817
111,161.433882049598,0,838.566117950402,16.1433882049598,0,83.8566117950402,16.1433882049598,0,83.8566117950402
112,173.481494593553,0,826.518505406447,17.3481494593553,0,82.6518505406447,17.3481494593553,0,82.6518505406447
113,149.379773663609,0,850.620226336391,14.9379773663609,0,85.0620226336391,14.9379773663609,0,85.0620226336391
114,129.919566808236,0,870.080433191764,12.9919566808236,0,87.0080433191764,12.9919566808236,0,87.0080433191764
115,165.187133053499,0,834.812866946501,16.5187133053499,0,83.4812866946501,16.5187133053499,0,83.4812866946501
116,166.548081526137,0,833.451918473863,16.6548081526137,0,83.3451918473863,16.6548081526137,0,83.3451918473863
