TimeSlot,mMTC_BW,URLLC_BW,eMBB_BW
106,169.63315503036,243.530046514514,586.836798455126
107,167.114578164981,231.353544188788,601.531877646231
108,160.093759109462,234.785866979349,605.12037391119
109,152.814027420587,238.046573630381,609.139398949032
110,146.931265226817,241.144244948862,611.924489824321
111,147.656396067956,229.087032701419,623.256571230625
112,148.947650994236,217.632681066348,633.419667939416
113,148.969257127704,206.751047013031,644.279695859265
114,148.016772611731,196.413494662379,655.56973272589
115,148.875290633819,186.59281992926,664.531889436921
116,149.758930178435,177.263178932797,672.977890888768
117,152.971970035385,168.400019986157,678.628009978458
118,159.159381386517,159.980018986849,680.860599626634
119,162.543844360962,151.981018037507,685.475137601531
120,163.379790576547,169.477779234382,667.142430189071
121,163.723024730616,186.642626806356,649.634348463027
122,172.322790337634,177.310495466039,650.366714196327
123,178.28973230218,168.444970692737,653.265297005084
124,186.288756734779,160.0227221581,653.688521107121
125,185.960065325306,152.021586050195,662.018348624499
126,186.4235926354,144.420506747685,669.155900616915
127,186.980112601297,137.199481410301,675.820405988402
128,185.731062298848,152.727674311434,661.541263389718
129,181.540576463434,169.779955107442,648.679468429125
130,178.736064175855,187.517684911538,633.746250912608
131,179.52521263277,207.593703997377,612.881083369853
132,182.922229031938,197.214018797508,619.863752170554
133,183.048396933686,187.353317857633,629.598285208682
134,181.62927889956,177.985651964751,640.385069135689
135,182.077642710136,169.086369366513,648.835987923351
136,179.581886508478,187.843913795654,632.574199695868
137,177.564334407193,178.451718105871,643.983947486936
138,176.72121002535,169.529132200578,653.749657774072
139,174.831881439011,161.052675590549,664.115442970441
140,174.42922516158,153.000041811021,672.570733027398
141,174.22246343455,145.35003972047,680.42749684498
142,170.678223519084,138.082537734447,691.239238746469
143,168.437306943889,131.178410847724,700.384282208386
144,168.644072409746,124.619490305338,706.736437284916
145,167.753137365848,118.388515790071,713.858346844081
146,166.20065401238,112.469090000568,721.330255987052
147,163.945798081442,106.845635500539,729.208566418019
148,165.108858119752,101.503353725512,733.387788154736
149,166.443236729285,99.6440898487706,733.912673421944
150,164.518259596691,99.4690229519886,736.012717451321
151,161.927417174056,99.4525704669955,738.620012358948
152,161.654388111303,99.4510245706064,738.89458731809
153,158.26915808911,99.4508793186879,742.279962592202
154,156.713262764713,99.450865670887,743.8358715644
155,154.873479235697,99.4508643885463,745.675656375757
156,155.024108372815,99.4508642680583,745.525027359127
157,155.443499991659,99.4508642567372,745.105635751603
158,153.265826799282,99.4508642556735,747.283308945044
159,151.213317949853,115.699886023959,733.086796026188
160,146.850312240177,132.362926025336,720.786761734487
161,145.244919593536,146.818761261872,707.936319144591
162,142.730615638871,162.666551046032,694.602833315097
163,141.264866030339,154.53322349373,704.20191047593
164,143.85843714037,146.806562319044,709.335000540586
165,143.208576431644,168.18665915515,688.604764413206
166,144.963609142713,185.750861443393,669.285529413894
167,145.977543631055,202.089492289844,651.932964079102
168,145.62395089448,217.264643454304,637.111405651215
169,146.931261407603,231.07344588041,621.995292711987
170,146.446691438072,242.528968840084,611.024339721844
171,139.088222370598,270.435941640065,590.475835989337
172,138.725086545197,280.578983580402,580.695929874401
173,136.654878711968,290.764012318156,572.581108969877
174,129.231591571412,312.305985187226,558.462423241362
175,123.422885616713,311.690685927865,564.886428455422
176,116.095388673914,311.106151631472,572.798459694614
177,110.067003945411,310.550844049898,579.382152004691
178,110.7429694556,295.023301847403,594.233728696996
179,105.083661927561,295.272136755033,599.644201317406
180,99.4854881459283,295.508529917282,605.00598193679
181,102.94585315188,280.733103421417,616.321043426702
182,105.093043605122,266.696448250347,628.210508144532
183,108.418078957543,253.361625837829,638.220295204628
184,108.75773882667,240.693544545938,650.548716627393
185,109.020754315256,228.658867318641,662.320378366103
186,108.91513834508,217.225923952709,673.858937702211
187,104.730741142941,221.364627755073,673.904631101985
188,97.2707165211213,245.682609551321,657.046673927558
189,93.2759350606212,267.707537722568,639.016527216811
190,95.1633961963306,254.322160836439,650.51444296723
191,97.1421234846517,241.606052794617,661.251823720731
192,99.5766109354803,229.525750154886,670.897638909633
193,104.263671505116,218.049462647142,677.686865847742
194,106.540053514969,207.146989514785,686.312956970246
195,108.05894665514,196.789640039046,695.151413305815
196,111.322160200276,186.950158037093,701.727681762631
197,118.573421458164,177.602650135239,703.823928406597
198,121.249905389685,168.722517628477,710.027576981839
199,121.053166771391,183.693835521202,695.252997707407
200,123.982713248608,174.509143745142,701.50814300625
201,127.584401726745,165.783686557885,706.63191171537
202,129.866826772926,157.494502229991,712.638670997083
203,136.226030002266,149.619777118491,714.154192879243
204,140.409368096592,142.138788262567,717.451843640842
205,143.224439634649,135.031848849438,721.743711515913
206,152.397236421299,128.280256406966,719.322507171734
207,157.843069721934,121.866243586618,720.290686691448
208,163.045234352623,115.772931407287,721.18183424009
209,166.29881214144,109.984284836923,723.716903021637
210,170.163774346339,104.485070595077,725.351155058584
211,171.99099777644,99.9261363053149,728.082865918245
212,174.811959902648,99.4955406439554,725.692499453397
213,178.671975941594,99.455062204176,721.87296185423
214,180.578916202496,99.4512586943089,719.969825103196
215,179.800227728949,99.450901316847,720.748870954204
216,177.306235492673,99.4508677378233,723.242896769504
217,174.249556094346,99.4508645827546,726.299579322899
218,174.512917369958,99.450864286306,726.036218343736
219,173.988109555104,99.4508642584518,726.561026186444
220,174.966853238653,99.4508642558346,725.582282505513
221,178.632786459186,99.4508642555887,721.916349285225
222,180.78751797493,99.4508642555656,719.761617769504
223,183.124179349782,99.4508642555635,717.424956394654
224,182.765582081534,99.4508642555632,717.783553662902
225,181.098344952105,99.4508642555632,719.450790792331
226,175.142153968994,109.478321042785,715.379524988221
227,167.961763167275,119.004404990646,713.03383184208
228,166.825511943164,113.054184741114,720.120303315722
229,162.033622523901,122.401475504058,715.564901972041
230,162.93575241015,116.281401728855,720.782845860995
231,164.750580174552,110.467331642412,724.782088183036
232,166.30156560171,123.580889562543,710.117544835747
233,159.853318498469,154.252666631552,685.894014869979
234,154.20392573036,181.162253298558,664.633820971082
235,158.492812623372,197.681897743898,643.82528963273
236,162.423278763668,217.672540679452,619.904180556881
237,163.03478349088,238.438654711772,598.526561797348
238,165.777052567696,254.730142021426,579.492805410878
239,164.076251416013,281.511998264729,554.411750319258
240,164.135312665951,290.088923889499,545.77576344455
241,159.070680244807,313.084372344667,527.844947410526
242,160.62210978703,316.503073483967,522.874816729003
243,167.634114728247,300.677919809769,531.687965461984
244,176.360530103306,285.64402381928,537.995446077414
245,180.406336412509,271.361822628316,548.231840959175
246,184.360073608894,257.7937314969,557.846194894206
247,189.000672936438,244.904044922055,566.095282141507
248,190.345063664638,255.869929224487,553.785007110875
249,194.472718054596,243.076432763263,562.450849182142
250,204.028790061201,230.9226111251,565.048598813699
251,204.428845072067,244.547584787049,551.023570140884
252,204.295341649502,261.395580791842,534.309077558656
253,202.650267105141,279.083501455681,518.266231439178
254,205.147070026801,293.020857775197,501.832072198002
255,204.816348805171,307.671599874763,487.512051320066
256,210.773052028307,292.288019881025,496.938928090669
257,211.351105336625,277.673618886973,510.975275776402
258,214.899990726507,263.789937942625,521.310071330868
259,213.635764761689,250.600441045493,535.763794192818
260,212.755360198886,238.070418993219,549.174220807895
261,209.565288165507,226.166898043558,564.267813790935
262,200.05152606027,229.85855314138,570.08992079835
263,199.065189582186,218.365625484311,582.569184933503
264,190.211544965972,222.447344210095,587.341110823933
265,182.434088296728,226.324976999591,591.240934703681
266,179.900830682497,215.008728149611,605.090441167892
267,171.838933111745,219.258291742131,608.902775146125
268,164.489228982233,223.295377155024,612.215393862743
269,163.287767177082,212.130608297273,624.581624525645
270,157.750029461608,216.524077882409,625.725892655983
271,152.364456743944,220.697873988289,626.937669267768
272,147.733034046247,224.662980288874,627.603985664878
273,142.698165834855,228.429831274431,628.872002890714
274,138.517444954871,232.008339710709,629.47421533442
275,135.895809958343,235.407922725174,628.696267316484
276,133.38510164417,238.637526588915,627.977371766915
277,136.119668096701,226.705650259469,637.17468164383
278,133.73052974516,230.370367746496,635.899102508345
279,137.035284853653,218.851849359171,644.112865787176
280,140.725598323069,207.909256891212,651.365144785719
281,141.256799206044,197.513794046652,661.229406747304
282,137.072583911974,202.638104344319,660.289311743707
283,136.657764088609,192.506199127103,670.836036784288
284,130.218457170167,215.682319245125,654.099223584708
285,123.288735213229,238.801291827428,637.909972959343
286,116.650537274043,258.933475394614,624.415987331343
287,112.567341114299,260.986801624883,626.445857260818
288,113.474522028534,247.937461543639,638.588016427827
289,109.468368979501,250.540588466457,639.991042554042
290,106.348849397044,253.013559043134,640.637591559822
291,109.085374196776,240.362881090977,650.551744712246
292,107.76834154983,243.344737036428,648.886921413741
293,110.358821454842,231.177500184607,658.463678360551
294,112.041365840674,219.618625175377,668.340008983949
295,114.238265068592,208.637693916608,677.1240410148
296,117.042542663194,198.205809220777,684.751648116029
297,111.454141309881,226.111546745454,662.434311944665
298,105.481818563756,251.895351456754,642.62282997949
299,100.836207830284,274.523741788605,624.640050381112
300,96.2469431982686,299.171723543228,604.581333258503
301,97.5735311522106,307.137211289973,595.289257557816
302,92.1330288218871,332.733787812749,575.133183365363
303,88.5766835825194,353.068980906379,558.354335511101
304,90.8593380144619,335.41553186106,573.725130124478
305,92.5911198291938,318.644755268007,588.764124902799
306,87.9528500196266,317.712517504607,594.334632475766
307,82.6139885279367,336.867034126045,580.518977346019
308,84.3698211583161,342.463146388779,573.167032452905
309,84.5995228108751,345.758124628084,569.642352561041
310,87.2357102966057,350.422429153528,562.341860549867
311,89.9280504088161,332.901307695851,577.170641895333
312,92.8713890622181,316.256242311059,590.872368626723
313,89.4134133058965,315.443430195506,595.143156498598
314,91.314009860218,299.67125868573,609.014731454052
315,96.4680056478379,284.687695751444,618.844298600718
316,99.4219905899741,270.453310963872,630.124698446154
317,103.709264931247,256.930645415678,639.360089653075
318,104.913045846624,269.560282337148,625.526671816228
319,105.942070803638,279.507159079355,614.550770117006
320,107.810067862838,286.630682445999,605.559249691163
321,106.604711373011,296.474645899442,596.920642727547
322,101.91571486934,317.228236851308,580.856048279352
323,96.0669804006354,336.49440881779,567.438610781574
324,91.3572101889399,356.024124470484,552.618665340577
325,93.8631413649139,338.222918246959,567.913940388127
326,96.5251429795222,321.311772334611,582.163084685866
327,99.3529860132778,305.246183717881,595.400830268841
328,101.271536164408,289.983874531987,608.744589303605
329,104.233383706902,275.484680805387,620.28193548771
330,111.228432650428,261.710446765118,627.061120584454
331,118.247362414379,248.624924426862,633.127713158759
332,124.284206292649,236.193678205519,639.522115501832
333,128.723739489156,224.383994295243,646.892266215601
334,135.015173638159,213.164794580481,651.82003178136
335,139.256502383313,202.506554851457,658.23694276523
336,143.750138559812,192.381227108884,663.868634331304
337,147.183693430168,182.76216575344,670.054140816392
338,151.30498819243,173.624057465768,675.070954341802
339,154.738354313171,164.942854592479,680.31879109435
340,156.627622733249,156.695711862855,686.676665403895
341,155.415025034948,148.860926269713,695.724048695339
342,153.949931835745,141.417879956227,704.632188208028
343,153.515209383688,134.346985958416,712.137804657896
344,152.296513484833,127.629636660495,720.073849854673
345,153.298244450584,121.24815482747,725.453600721946
346,154.368422714812,115.185747086097,730.445830199091
347,155.437337269645,109.426459731792,735.136202998563
348,157.366364549324,103.955136745202,738.678498705474
349,159.685738849829,99.8758922096281,740.438368940543
350,160.417293772239,99.4908157153874,740.091890512373
351,159.160319191634,99.4546182167197,741.385062591646
352,160.063103993339,99.4512169771531,740.485679029508
353,161.319807723924,99.4508973971209,739.229294878955
354,162.846899430271,99.4508673695277,737.702233200201
355,167.580697016133,99.4508645481498,732.968438435718
356,172.735648420602,99.4508642830545,727.813487296344
357,172.004937348992,99.4508642581463,728.544198392862
358,173.435937529346,99.4508642558059,727.113198214848
359,174.079444613663,99.450864255586,726.469691130751
360,173.853962062764,99.4508642555653,726.695173681671
361,170.938482020183,99.4508642555634,729.610653724254
362,167.921578678166,99.4508642555632,732.627557066271
363,165.26474663892,99.4508642555632,735.284389105517
364,163.673182996905,99.4508642555632,736.875952747531
365,159.898442140175,99.4508642555632,740.650693604262
366,155.35958284696,116.157429861813,728.482987291227
367,146.514983788333,145.734976237396,707.750039974271
368,139.283655692945,175.335209978259,685.381134328796
369,132.087470614806,204.897170340722,663.015359044472
370,131.574807703634,194.652311823685,673.77288047268
371,136.650370662928,184.919696232501,678.429933104571
372,140.194053087814,175.673711420876,684.13223549131
373,139.605073530319,166.890025849832,693.504900619849
374,140.340119292606,158.545524557341,701.114356150053
375,143.045409239819,150.618248329474,706.336342430707
376,144.810756896957,143.087335913,712.101907190043
377,144.748612436056,135.93296911735,719.318418446594
378,146.662505824744,129.136320661482,724.201173513774
379,147.932468030327,122.679504628408,729.388027341264
380,148.718368847254,116.545529396988,734.736101755758
381,153.628884893189,110.718252927139,735.652862179672
382,154.225610054986,105.182340280782,740.592049664232
383,159.821362068517,99.9923229160957,740.186315015387
384,162.983431383472,99.5017654833511,737.514803133177
385,164.659033843156,99.4556471398342,735.885319017009
386,165.333193579505,99.4513136550412,735.215492765454
387,163.294136232617,99.4509064809345,737.254957286449
388,161.958721733919,99.4508682230384,738.590410043042
389,160.139430108029,99.4508646283452,740.409705263626
390,158.176215066875,99.4508642905896,742.372920642535
391,151.916479506879,132.193219252814,715.890301240307
392,149.868618858825,148.000428594106,702.130952547069
393,151.19612926573,140.600407164401,708.203463569869
394,151.24548215386,133.570386806181,715.184131039959
395,151.672818559088,126.891867465872,721.435313975041
396,151.470334533072,120.547274092578,727.98239137435
397,150.157988914423,114.519910387949,735.322100697628
398,149.384488217405,108.793914868552,741.821596914043
399,149.997236158794,103.354219125124,746.648544716082
400,152.750724883611,99.818979096816,747.430296019573
401,153.041611820972,99.48546417796,747.472924001068
